Steps, Average Reward 
240,2.0833333333333335
241,2.074688796680498
242,2.0661157024793386
243,2.05761316872428
244,2.0491803278688523
245,2.0408163265306123
246,2.032520325203252
247,2.0242914979757085
248,2.0161290322580645
249,2.0080321285140563
250,2.0
251,1.9920318725099602
252,1.9841269841269842
253,1.976284584980237
254,1.968503937007874
255,1.9607843137254901
256,1.953125
257,1.9455252918287937
258,1.937984496124031
259,1.9305019305019304
260,1.9230769230769231
261,1.9157088122605364
262,1.9083969465648856
263,1.9011406844106464
264,1.893939393939394
265,1.8867924528301887
266,1.8796992481203008
267,1.8726591760299625
268,1.8656716417910448
269,1.858736059479554
270,1.8518518518518519
271,1.845018450184502
272,1.838235294117647
273,1.8315018315018314
274,1.8248175182481752
275,1.8181818181818181
276,1.8115942028985508
277,1.8050541516245486
278,1.7985611510791366
279,1.7921146953405018
280,1.7857142857142858
281,1.7793594306049823
282,1.7730496453900708
283,1.7667844522968197
284,1.7605633802816902
285,1.7543859649122806
286,1.7482517482517483
287,1.7421602787456445
288,1.7361111111111112
289,1.7301038062283738
290,1.7241379310344827
291,1.7182130584192439
292,1.7123287671232876
293,1.7064846416382253
294,1.7006802721088434
295,1.694915254237288
296,1.6891891891891893
297,1.6835016835016836
298,1.6778523489932886
299,1.6722408026755853
300,1.6666666666666667
301,1.6611295681063123
302,1.6556291390728477
303,1.6501650165016502
304,1.644736842105263
305,1.639344262295082
306,1.6339869281045751
307,1.6286644951140066
308,1.6233766233766234
309,1.6181229773462784
310,1.6129032258064515
311,1.607717041800643
312,1.6025641025641026
313,1.597444089456869
314,1.5923566878980893
315,1.5873015873015872
316,1.5822784810126582
317,1.5772870662460567
318,1.5723270440251573
319,1.567398119122257
320,1.5625
321,1.557632398753894
322,1.5527950310559007
323,1.5479876160990713
324,1.5432098765432098
325,1.5384615384615385
326,1.5337423312883436
327,1.529051987767584
328,1.524390243902439
329,1.5197568389057752
330,1.5151515151515151
331,1.5105740181268883
332,1.5060240963855422
333,1.5015015015015014
334,1.4970059880239521
335,1.492537313432836
336,1.4880952380952381
337,1.4836795252225519
338,1.4792899408284024
339,1.4749262536873156
340,1.4705882352941178
341,1.466275659824047
342,1.4619883040935673
343,1.4577259475218658
344,1.4534883720930232
345,1.4492753623188406
346,1.4450867052023122
347,1.440922190201729
348,1.4367816091954022
349,1.4326647564469914
350,1.4285714285714286
351,1.4245014245014245
352,1.4204545454545454
353,1.4164305949008498
354,1.4124293785310735
355,1.408450704225352
356,1.404494382022472
357,1.4005602240896358
358,1.3966480446927374
359,1.392757660167131
360,1.3888888888888888
361,1.3850415512465375
362,1.3812154696132597
363,1.3774104683195592
364,1.3736263736263736
365,1.36986301369863
366,1.366120218579235
367,1.3623978201634876
368,1.358695652173913
369,1.3550135501355014
370,1.3513513513513513
371,1.3477088948787062
372,1.3440860215053763
373,1.3404825737265416
374,1.3368983957219251
375,1.3333333333333333
376,1.3297872340425532
377,1.3262599469496021
378,1.3227513227513228
379,1.3192612137203166
380,1.3157894736842106
381,1.3123359580052494
382,1.3089005235602094
383,1.3054830287206267
384,1.3020833333333333
385,1.2987012987012987
386,1.2953367875647668
387,1.2919896640826873
388,1.288659793814433
389,1.2853470437017995
390,1.2820512820512822
391,1.278772378516624
392,1.2755102040816326
393,1.272264631043257
394,1.2690355329949239
395,1.2658227848101267
396,1.2626262626262625
397,1.2594458438287153
398,1.256281407035176
399,1.2531328320802004
400,1.25
401,1.2468827930174564
402,1.243781094527363
403,1.2406947890818858
404,1.2376237623762376
405,1.2345679012345678
406,1.2315270935960592
407,1.2285012285012284
408,1.2254901960784315
409,1.2224938875305624
410,1.2195121951219512
411,1.2165450121654502
412,1.2135922330097086
413,1.2106537530266344
414,1.2077294685990339
415,1.2048192771084338
416,1.2019230769230769
417,1.1990407673860912
418,1.1961722488038278
419,1.1933174224343674
420,1.1904761904761905
421,1.187648456057007
422,1.1848341232227488
423,1.1820330969267139
424,1.179245283018868
425,1.1764705882352942
426,1.1737089201877935
427,1.17096018735363
428,1.1682242990654206
429,1.1655011655011656
430,1.1627906976744187
431,1.160092807424594
432,1.1574074074074074
433,1.1547344110854503
434,1.152073732718894
435,1.1494252873563218
436,1.146788990825688
437,1.1441647597254005
438,1.1415525114155252
439,1.1389521640091116
440,1.1363636363636365
441,1.1337868480725624
442,1.1312217194570136
443,1.1286681715575622
444,1.1261261261261262
445,1.1235955056179776
446,1.1210762331838564
447,1.1185682326621924
448,1.1160714285714286
449,1.1135857461024499
450,1.1111111111111112
451,1.1086474501108647
452,1.1061946902654867
453,1.1037527593818985
454,1.1013215859030836
455,1.098901098901099
456,1.0964912280701755
457,1.0940919037199124
458,1.091703056768559
459,1.0893246187363834
460,1.0869565217391304
461,1.0845986984815619
462,3.2467532467532467
463,3.239740820734341
464,3.2327586206896552
465,3.225806451612903
466,3.218884120171674
467,3.2119914346895073
468,3.2051282051282053
469,3.1982942430703623
470,3.1914893617021276
471,3.1847133757961785
472,3.1779661016949152
473,3.171247357293869
474,3.1645569620253164
475,3.1578947368421053
476,3.1512605042016806
477,3.1446540880503147
478,3.1380753138075312
479,3.1315240083507305
480,3.125
481,3.1185031185031185
482,3.112033195020747
483,3.1055900621118013
484,3.0991735537190084
485,3.0927835051546393
486,3.0864197530864197
487,3.080082135523614
488,3.0737704918032787
489,3.067484662576687
490,3.061224489795918
491,3.054989816700611
492,3.048780487804878
493,3.0425963488843815
494,3.0364372469635628
495,3.0303030303030303
496,3.024193548387097
497,3.0181086519114686
498,3.0120481927710845
499,3.006012024048096
500,3.0
501,2.9940119760479043
502,2.9880478087649402
503,2.982107355864811
504,2.9761904761904763
505,2.9702970297029703
506,2.964426877470356
507,2.9585798816568047
508,2.952755905511811
509,2.9469548133595285
510,2.9411764705882355
511,2.935420743639922
512,2.9296875
513,2.9239766081871346
514,2.9182879377431905
515,2.912621359223301
516,2.9069767441860463
517,2.9013539651837523
518,2.8957528957528957
519,2.8901734104046244
520,2.8846153846153846
521,2.8790786948176583
522,2.8735632183908044
523,2.8680688336520075
524,2.8625954198473282
525,2.857142857142857
526,2.8517110266159698
527,2.846299810246679
528,2.840909090909091
529,2.835538752362949
530,2.830188679245283
531,2.824858757062147
532,2.819548872180451
533,2.8142589118198873
534,2.808988764044944
535,2.803738317757009
536,2.798507462686567
537,2.793296089385475
538,2.7881040892193307
539,2.782931354359926
540,2.7777777777777777
541,2.7726432532347505
542,2.7675276752767526
543,2.7624309392265194
544,2.7573529411764706
545,2.7522935779816513
546,2.7472527472527473
547,2.742230347349177
548,2.7372262773722627
549,2.73224043715847
550,2.727272727272727
551,2.722323049001815
552,2.717391304347826
553,2.7124773960216997
554,2.707581227436823
555,2.7027027027027026
556,2.697841726618705
557,2.6929982046678638
558,2.6881720430107525
559,2.6833631484794274
560,2.6785714285714284
561,2.6737967914438503
562,2.6690391459074734
563,2.664298401420959
564,2.6595744680851063
565,2.6548672566371683
566,2.65017667844523
567,2.6455026455026456
568,2.640845070422535
569,2.6362038664323375
570,2.6315789473684212
571,2.626970227670753
572,2.6223776223776225
573,2.6178010471204187
574,2.6132404181184667
575,2.608695652173913
576,2.6041666666666665
577,2.5996533795493932
578,2.5951557093425603
579,2.5906735751295336
580,2.586206896551724
581,2.5817555938037864
582,2.577319587628866
583,2.5728987993138936
584,2.5684931506849313
585,2.5641025641025643
586,2.5597269624573378
587,2.5553662691652472
588,2.5510204081632653
589,2.5466893039049237
590,2.542372881355932
591,2.5380710659898478
592,2.5337837837837838
593,2.5295109612141653
594,2.525252525252525
595,2.5210084033613445
596,2.5167785234899327
597,2.512562814070352
598,2.508361204013378
599,2.5041736227045077
600,2.5
601,2.4958402662229617
602,2.4916943521594686
603,2.487562189054726
604,2.4834437086092715
605,2.479338842975207
606,2.4752475247524752
607,2.471169686985173
608,2.4671052631578947
609,2.4630541871921183
610,2.459016393442623
611,2.454991816693944
612,2.450980392156863
613,2.4469820554649266
614,2.44299674267101
615,2.4390243902439024
616,2.435064935064935
617,2.4311183144246353
618,2.4271844660194173
619,2.4232633279483036
620,2.4193548387096775
621,2.4154589371980677
622,2.4115755627009645
623,2.407704654895666
624,2.4038461538461537
625,2.4
626,2.3961661341853033
627,2.3923444976076556
628,2.388535031847134
629,2.384737678855326
630,2.380952380952381
631,2.3771790808240887
632,2.3734177215189876
633,2.3696682464454977
634,2.365930599369085
635,2.3622047244094486
636,2.358490566037736
637,2.3547880690737832
638,2.3510971786833856
639,2.347417840375587
640,2.34375
641,2.3400936037441498
642,2.336448598130841
643,2.332814930015552
644,2.329192546583851
645,2.3255813953488373
646,2.321981424148607
647,2.3183925811437405
648,2.314814814814815
649,2.3112480739599386
650,2.3076923076923075
651,2.304147465437788
652,2.3006134969325154
653,2.2970903522205206
654,2.293577981651376
655,2.2900763358778624
656,2.2865853658536586
657,2.2831050228310503
658,2.2796352583586628
659,2.276176024279211
660,2.272727272727273
661,2.26928895612708
662,2.2658610271903323
663,2.262443438914027
664,2.2590361445783134
665,2.255639097744361
666,2.2522522522522523
667,2.2488755622188905
668,2.245508982035928
669,2.242152466367713
670,2.2388059701492535
671,2.235469448584203
672,2.232142857142857
673,2.2288261515601784
674,2.2255192878338277
675,2.2222222222222223
676,2.2189349112426036
677,2.2156573116691285
678,2.2123893805309733
679,2.2091310751104567
680,2.2058823529411766
681,2.202643171806167
682,2.19941348973607
683,2.1961932650073206
684,2.192982456140351
685,2.18978102189781
686,2.186588921282799
687,2.183406113537118
688,2.1802325581395348
689,2.1770682148040637
690,2.1739130434782608
691,2.170767004341534
692,2.167630057803468
693,2.1645021645021645
694,2.161383285302594
695,2.158273381294964
696,2.1551724137931036
697,2.152080344332855
698,2.1489971346704873
699,2.1459227467811157
700,2.142857142857143
701,2.1398002853067046
702,2.1367521367521367
703,2.1337126600284493
704,2.1306818181818183
705,2.127659574468085
706,2.1246458923512748
707,2.1216407355021216
708,2.1186440677966103
709,2.1156558533145273
710,2.112676056338028
711,2.109704641350211
712,2.106741573033708
713,2.1037868162692845
714,2.100840336134454
715,2.097902097902098
716,2.094972067039106
717,2.092050209205021
718,2.0891364902506964
719,2.086230876216968
720,2.0833333333333335
721,2.0804438280166435
722,2.0775623268698062
723,2.074688796680498
724,2.0718232044198897
725,2.0689655172413794
726,2.0661157024793386
727,2.063273727647868
728,2.0604395604395602
729,2.05761316872428
730,2.0547945205479454
731,2.0519835841313268
732,2.0491803278688523
733,2.0463847203274215
734,2.043596730245232
735,2.0408163265306123
736,2.0380434782608696
737,2.03527815468114
738,2.032520325203252
739,2.029769959404601
740,2.027027027027027
741,2.0242914979757085
742,2.0215633423180592
743,2.018842530282638
744,2.0161290322580645
745,2.0134228187919465
746,2.0107238605898123
747,2.0080321285140563
748,2.0053475935828877
749,2.0026702269692924
750,2.0
751,1.9973368841544608
752,1.9946808510638299
753,1.9920318725099602
754,1.9893899204244032
755,1.9867549668874172
756,1.9841269841269842
757,1.9815059445178336
758,1.9788918205804749
759,1.976284584980237
760,1.9736842105263157
761,1.971090670170828
762,1.968503937007874
763,1.9659239842726082
764,1.963350785340314
765,1.9607843137254901
766,1.95822454308094
767,1.955671447196871
768,1.953125
769,1.9505851755526658
770,1.948051948051948
771,1.9455252918287937
772,1.9430051813471503
773,1.9404915912031049
774,1.937984496124031
775,1.935483870967742
776,1.9329896907216495
777,1.9305019305019304
778,1.9280205655526992
779,1.925545571245186
780,1.9230769230769231
781,1.9206145966709347
782,1.918158567774936
783,1.9157088122605364
784,1.913265306122449
785,1.910828025477707
786,1.9083969465648856
787,1.9059720457433291
788,1.9035532994923858
789,1.9011406844106464
790,1.8987341772151898
791,1.8963337547408343
792,1.893939393939394
793,1.8915510718789408
794,1.8891687657430731
795,1.8867924528301887
796,1.8844221105527639
797,1.8820577164366374
798,1.8796992481203008
799,1.8773466833541927
800,1.875
801,1.8726591760299625
802,1.8703241895261846
803,1.86799501867995
804,1.8656716417910448
805,1.8633540372670807
806,1.8610421836228288
807,1.858736059479554
808,1.8564356435643565
809,1.854140914709518
810,1.8518518518518519
811,1.8495684340320593
812,1.8472906403940887
813,1.845018450184502
814,1.8427518427518428
815,1.8404907975460123
816,1.838235294117647
817,1.8359853121175032
818,1.8337408312958434
819,1.8315018315018314
820,1.829268292682927
821,1.8270401948842874
822,1.8248175182481752
823,1.8226002430133657
824,1.8203883495145632
825,1.8181818181818181
826,1.8159806295399517
827,1.8137847642079807
828,1.8115942028985508
829,1.8094089264173703
830,1.8072289156626506
831,1.8050541516245486
832,1.8028846153846154
833,1.8007202881152462
834,1.7985611510791366
835,1.7964071856287425
836,1.7942583732057416
837,1.7921146953405018
838,1.7899761336515514
839,1.7878426698450536
840,1.7857142857142858
841,1.78359096313912
842,1.7814726840855106
843,1.7793594306049823
844,1.7772511848341233
845,1.7751479289940828
846,1.7730496453900708
847,1.770956316410862
848,1.7688679245283019
849,1.7667844522968197
850,1.7647058823529411
851,1.762632197414806
852,1.7605633802816902
853,1.7584994138335288
854,1.756440281030445
855,1.7543859649122806
856,1.7523364485981308
857,1.750291715285881
858,1.7482517482517483
859,1.7462165308498254
860,1.744186046511628
861,1.7421602787456445
862,1.740139211136891
863,1.7381228273464657
864,1.7361111111111112
865,1.7341040462427746
866,1.7321016166281755
867,1.7301038062283738
868,1.728110599078341
869,1.7261219792865363
870,1.7241379310344827
871,1.722158438576349
872,1.7201834862385321
873,1.7182130584192439
874,1.7162471395881007
875,1.7142857142857142
876,1.7123287671232876
877,1.710376282782212
878,1.7084282460136675
879,1.7064846416382253
880,1.7045454545454546
881,1.7026106696935301
882,1.7006802721088434
883,1.6987542468856172
884,1.6968325791855203
885,1.694915254237288
886,1.693002257336343
887,1.6910935738444195
888,1.6891891891891893
889,1.687289088863892
890,1.6853932584269662
891,1.6835016835016836
892,1.6816143497757847
893,1.6797312430011198
894,1.6778523489932886
895,1.675977653631285
896,1.6741071428571428
897,1.6722408026755853
898,1.670378619153675
899,1.668520578420467
900,1.6666666666666667
901,1.664816870144284
902,1.6629711751662972
903,1.6611295681063123
904,1.6592920353982301
905,1.6574585635359116
906,1.6556291390728477
907,1.6538037486218302
908,1.6519823788546255
909,1.6501650165016502
910,1.6483516483516483
911,1.646542261251372
912,1.644736842105263
913,1.642935377875137
914,1.6411378555798688
915,1.639344262295082
916,1.6375545851528384
917,1.6357688113413305
918,1.6339869281045751
919,1.632208922742111
920,1.6304347826086956
921,1.6286644951140066
922,1.6268980477223427
923,1.6251354279523293
924,1.6233766233766234
925,1.6216216216216217
926,1.6198704103671706
927,1.6181229773462784
928,1.6163793103448276
929,1.6146393972012918
930,1.6129032258064515
931,1.6111707841031149
932,1.609442060085837
933,1.607717041800643
934,1.6059957173447537
935,1.6042780748663101
936,1.6025641025641026
937,1.6008537886873
938,1.5991471215351811
939,1.597444089456869
940,1.5957446808510638
941,1.5940488841657812
942,1.5923566878980893
943,1.5906680805938493
944,1.5889830508474576
945,1.5873015873015872
946,1.5856236786469344
947,1.583949313621964
948,1.5822784810126582
949,1.5806111696522656
950,1.5789473684210527
951,1.5772870662460567
952,1.5756302521008403
953,1.5739769150052465
954,1.5723270440251573
955,1.5706806282722514
956,1.5690376569037656
957,1.567398119122257
958,1.5657620041753653
959,1.5641293013555788
960,1.5625
961,1.5608740894901145
962,1.5592515592515592
963,1.557632398753894
964,1.5560165975103735
965,1.5544041450777202
966,1.5527950310559007
967,1.5511892450879008
968,1.5495867768595042
969,1.5479876160990713
970,1.5463917525773196
971,1.544799176107106
972,1.5432098765432098
973,1.5416238437821173
974,1.540041067761807
975,1.5384615384615385
976,1.5368852459016393
977,1.5353121801432958
978,1.5337423312883436
979,1.5321756894790604
980,1.530612244897959
981,1.529051987767584
982,1.5274949083503055
983,1.525940996948118
984,1.524390243902439
985,1.5228426395939085
986,1.5212981744421907
987,1.5197568389057752
988,1.5182186234817814
989,1.5166835187057635
990,1.5151515151515151
991,1.513622603430878
992,1.5120967741935485
993,1.5105740181268883
994,1.5090543259557343
995,1.5075376884422111
996,1.5060240963855422
997,1.5045135406218655
998,1.503006012024048
999,1.5015015015015014
1000,1.5
1001,1.4985014985014986
1002,1.4970059880239521
1003,1.4955134596211366
1004,1.4940239043824701
1005,1.492537313432836
1006,1.4910536779324055
1007,1.4895729890764648
1008,1.4880952380952381
1009,1.4866204162537167
1010,1.4851485148514851
1011,1.4836795252225519
1012,1.482213438735178
1013,1.4807502467917077
1014,1.4792899408284024
1015,1.477832512315271
1016,1.4763779527559056
1017,1.4749262536873156
1018,1.4734774066797642
1019,1.4720314033366044
1020,1.4705882352941178
1021,1.4691478942213516
1022,1.467710371819961
1023,1.466275659824047
1024,1.46484375
1025,1.4634146341463414
1026,1.4619883040935673
1027,1.4605647517039921
1028,1.4591439688715953
1029,1.4577259475218658
1030,1.4563106796116505
1031,1.454898157129001
1032,1.4534883720930232
1033,1.452081316553727
1034,1.4506769825918762
1035,1.4492753623188406
1036,1.4478764478764479
1037,1.446480231436837
1038,1.4450867052023122
1039,1.4436958614051973
1040,1.4423076923076923
1041,1.440922190201729
1042,1.4395393474088292
1043,1.4381591562799616
1044,1.4367816091954022
1045,1.4354066985645932
1046,1.4340344168260037
1047,1.4326647564469914
1048,1.4312977099236641
1049,1.4299332697807436
1050,1.4285714285714286
1051,1.4272121788772598
1052,1.4258555133079849
1053,1.4245014245014245
1054,1.4231499051233396
1055,1.4218009478672986
1056,1.4204545454545454
1057,1.4191106906338695
1058,1.4177693761814745
1059,1.4164305949008498
1060,1.4150943396226414
1061,1.413760603204524
1062,1.4124293785310735
1063,1.4111006585136407
1064,1.4097744360902256
1065,1.408450704225352
1066,1.4071294559099436
1067,1.4058106841611997
1068,1.404494382022472
1069,1.4031805425631432
1070,1.4018691588785046
1071,1.4005602240896358
1072,1.3992537313432836
1073,1.3979496738117427
1074,1.3966480446927374
1075,1.3953488372093024
1076,1.3940520446096654
1077,1.392757660167131
1078,1.391465677179963
1079,1.3901760889712698
1080,1.3888888888888888
1081,1.387604070305273
1082,1.3863216266173752
1083,1.3850415512465375
1084,1.3837638376383763
1085,1.3824884792626728
1086,1.3812154696132597
1087,1.3799448022079117
1088,1.3786764705882353
1089,1.3774104683195592
1090,1.3761467889908257
1091,1.374885426214482
1092,1.3736263736263736
1093,1.3723696248856359
1094,1.3711151736745886
1095,1.36986301369863
1096,1.3686131386861313
1097,1.3673655423883317
1098,1.366120218579235
1099,1.364877161055505
1100,1.3636363636363635
1101,1.3623978201634876
1102,1.3611615245009074
1103,1.3599274705349047
1104,1.358695652173913
1105,1.3574660633484164
1106,1.3562386980108498
1107,1.3550135501355014
1108,1.3537906137184115
1109,1.3525698827772767
1110,1.3513513513513513
1111,1.3501350135013501
1112,1.3489208633093526
1113,1.3477088948787062
1114,1.3464991023339319
1115,1.345291479820628
1116,1.3440860215053763
1117,1.3428827215756491
1118,1.3416815742397137
1119,1.3404825737265416
1120,1.3392857142857142
1121,1.3380909901873328
1122,1.3368983957219251
1123,1.335707925200356
1124,1.3345195729537367
1125,1.3333333333333333
1126,1.3321492007104796
1127,1.3309671694764862
1128,1.3297872340425532
1129,1.328609388839681
1130,1.3274336283185841
1131,1.3262599469496021
1132,1.325088339222615
1133,1.323918799646955
1134,1.3227513227513228
1135,1.3215859030837005
1136,1.3204225352112675
1137,1.3192612137203166
1138,1.3181019332161688
1139,1.3169446883230904
1140,1.3157894736842106
1141,1.3146362839614374
1142,1.3134851138353765
1143,1.3123359580052494
1144,1.3111888111888113
1145,1.3100436681222707
1146,1.3089005235602094
1147,1.3077593722755012
1148,1.3066202090592334
1149,1.3054830287206267
1150,1.3043478260869565
1151,1.3032145960034753
1152,1.3020833333333333
1153,1.3009540329575022
1154,1.2998266897746966
1155,1.2987012987012987
1156,1.2975778546712802
1157,1.296456352636128
1158,1.2953367875647668
1159,1.2942191544434858
1160,1.293103448275862
1161,1.2919896640826873
1162,1.2908777969018932
1163,1.2897678417884781
1164,1.288659793814433
1165,1.2875536480686696
1166,1.2864493996569468
1167,1.2853470437017995
1168,1.2842465753424657
1169,1.2831479897348161
1170,1.2820512820512822
1171,1.2809564474807857
1172,1.2798634812286689
1173,1.278772378516624
1174,1.2776831345826236
1175,1.2765957446808511
1176,1.2755102040816326
1177,1.274426508071368
1178,1.2733446519524618
1179,1.272264631043257
1180,1.271186440677966
1181,1.2701100762066047
1182,1.2690355329949239
1183,1.267962806424345
1184,1.2668918918918919
1185,1.2658227848101267
1186,1.2647554806070826
1187,1.2636899747262005
1188,1.2626262626262625
1189,1.2615643397813288
1190,1.2605042016806722
1191,1.2594458438287153
1192,1.2583892617449663
1193,1.2573344509639564
1194,1.256281407035176
1195,1.2552301255230125
1196,1.254180602006689
1197,1.2531328320802004
1198,1.2520868113522539
1199,1.2510425354462051
1200,1.25
1201,1.2489592006661117
1202,1.2479201331114809
1203,1.2468827930174564
1204,1.2458471760797343
1205,1.2448132780082988
1206,1.243781094527363
1207,1.2427506213753108
1208,1.2417218543046358
1209,1.2406947890818858
1210,1.2396694214876034
1211,1.2386457473162675
1212,1.2376237623762376
1213,1.2366034624896949
1214,1.2355848434925865
1215,1.2345679012345678
1216,1.2335526315789473
1217,1.2325390304026294
1218,1.2315270935960592
1219,1.2305168170631666
1220,1.2295081967213115
1221,1.2285012285012284
1222,1.227495908346972
1223,1.2264922322158627
1224,1.2254901960784315
1225,1.2244897959183674
1226,1.2234910277324633
1227,1.2224938875305624
1228,1.221498371335505
1229,1.2205044751830756
1230,1.2195121951219512
1231,1.2185215272136474
1232,1.2175324675324675
1233,1.2165450121654502
1234,1.2155591572123177
1235,1.214574898785425
1236,1.2135922330097086
1237,1.2126111560226354
1238,1.2116316639741518
1239,1.2106537530266344
1240,1.2096774193548387
1241,1.20870265914585
1242,1.2077294685990339
1243,1.2067578439259856
1244,1.2057877813504823
1245,1.2048192771084338
1246,1.203852327447833
1247,1.202886928628709
1248,1.2019230769230769
1249,1.200960768614892
1250,1.2
1251,1.1990407673860912
1252,1.1980830670926517
1253,1.1971268954509178
1254,1.1961722488038278
1255,1.1952191235059761
1256,1.194267515923567
1257,1.1933174224343674
1258,1.192368839427663
1259,1.1914217633042097
1260,1.1904761904761905
1261,1.189532117367169
1262,1.1885895404120443
1263,1.187648456057007
1264,1.1867088607594938
1265,1.1857707509881423
1266,1.1848341232227488
1267,1.1838989739542225
1268,1.1829652996845426
1269,1.1820330969267139
1270,1.1811023622047243
1271,1.1801730920535012
1272,1.179245283018868
1273,1.178318931657502
1274,1.1773940345368916
1275,1.1764705882352942
1276,1.1755485893416928
1277,1.1746280344557556
1278,1.1737089201877935
1279,1.1727912431587177
1280,1.171875
1281,1.17096018735363
1282,1.1700468018720749
1283,1.1691348402182384
1284,1.1682242990654206
1285,1.1673151750972763
1286,1.166407465007776
1287,1.1655011655011656
1288,1.1645962732919255
1289,1.1636927851047323
1290,1.1627906976744187
1291,1.1618900077459333
1292,1.1609907120743035
1293,1.160092807424594
1294,1.1591962905718702
1295,1.1583011583011582
1296,1.1574074074074074
1297,1.1565150346954511
1298,1.1556240369799693
1299,1.1547344110854503
1300,1.1538461538461537
1301,1.1529592621060722
1302,1.152073732718894
1303,1.1511895625479662
1304,1.1503067484662577
1305,1.1494252873563218
1306,1.1485451761102603
1307,1.1476664116296864
1308,1.146788990825688
1309,1.145912910618793
1310,1.1450381679389312
1311,1.1441647597254005
1312,1.1432926829268293
1313,1.1424219345011424
1314,1.1415525114155252
1315,1.1406844106463878
1316,1.1398176291793314
1317,1.1389521640091116
1318,1.1380880121396055
1319,1.1372251705837755
1320,1.1363636363636365
1321,1.1355034065102196
1322,1.13464447806354
1323,1.1337868480725624
1324,1.1329305135951662
1325,1.1320754716981132
1326,1.1312217194570136
1327,1.1303692539562924
1328,1.1295180722891567
1329,1.1286681715575622
1330,1.1278195488721805
1331,1.1269722013523666
1332,1.1261261261261262
1333,1.1252813203300824
1334,1.1244377811094453
1335,1.1235955056179776
1336,1.122754491017964
1337,1.1219147344801794
1338,1.1210762331838564
1339,1.1202389843166543
1340,1.1194029850746268
1341,1.1185682326621924
1342,1.1177347242921014
1343,1.1169024571854058
1344,1.1160714285714286
1345,1.1152416356877324
1346,1.1144130757800892
1347,1.1135857461024499
1348,1.1127596439169138
1349,1.111934766493699
1350,1.1111111111111112
1351,1.1102886750555145
1352,1.1094674556213018
1353,1.1086474501108647
1354,1.1078286558345642
1355,1.1070110701107012
1356,1.1061946902654867
1357,1.105379513633014
1358,1.1045655375552283
1359,1.1037527593818985
1360,1.1029411764705883
1361,1.1021307861866274
1362,1.1013215859030836
1363,1.1005135730007336
1364,1.099706744868035
1365,1.098901098901099
1366,1.0980966325036603
1367,1.097293343087052
1368,1.0964912280701755
1369,1.095690284879474
1370,1.094890510948905
1371,1.0940919037199124
1372,1.0932944606413995
1373,1.0924981791697015
